promedio,asistencia,tareas,nota_parcial,materias,historial,interaccion_acad,variacion_historial
2.8108904159657686,55.70234102415436,9,2.1589119349528585,5,4.004541985873716,1.5657317653165232,-1.193651569907947
4.827500072434707,54.81872794431999,4,1.9550070843440963,2,4.687436304195736,2.6463741312198326,0.1400637682389707
4.061978796339918,94.3752748312622,4,1.8541714179613655,1,2.1733645910595927,3.8335036526333943,1.8886142052803256
3.595304694689628,54.972771990970365,10,2.644577345919948,2,2.421960017701,1.9764386521923827,1.173344676988628
2.046065241548528,56.316983567717855,6,3.8161258103666276,3,4.149895810106094,1.1522822258676713,-2.1038305685575662
2.045980821176709,85.56389574507782,3,1.8698117288689438,6,3.3118449447338527,1.7506208967959263,-1.2658641235571437
1.703292642588698,66.9843905470324,3,2.4667155188119256,3,3.210645862441065,1.1409401958704823,-1.5073532198523671
4.531616510212273,86.60263341731087,8,2.563669707364649,1,2.4108999036327075,3.9244992342174707,2.1207166065795655
3.6039025411012306,43.92196945386311,5,4.905826117741641,5,3.520310122153364,1.582904973249479,0.08359241894786651
3.9782540222861593,69.25427162040306,3,4.818665427516276,4,2.3796359335891317,2.755110846343667,1.5986180886970276
1.5720457300353086,42.016816010996955,1,4.200550331008303,3,3.429861368931621,0.6605235619976695,-1.8578156388963125
4.89468448256698,43.75919220732127,5,1.9666356832767407,1,4.29084589688497,2.1418743906684132,0.6038385856820101
4.413549242801476,94.38624720066466,1,1.2721492563666787,4,2.7747930736614905,4.165783498633664,1.638756169139986
2.2431868873739664,48.354722267055706,4,2.267616550882499,5,3.442358504539182,1.084686789320693,-1.1991716171652156
2.136387385224852,71.94524093651303,5,2.0671781977353234,6,4.976047908190507,1.5370290516372906,-2.839660522965655
2.1419157844870185,64.66573615604239,3,3.0237032005855755,3,4.059951270062111,1.3850856098810007,-1.9180354855750927
2.5648478503583823,60.84059957553056,2,4.110911640271173,6,4.524070313915596,1.5604688103581468,-1.9592224635572135
3.336647510712832,93.99000074123634,6,4.433291755515432,1,3.2445428196816373,3.136115020051435,0.0921046910311949
3.0118075652474054,41.30940380652937,1,4.379456341642034,6,4.303582769377566,1.2441597490036511,-1.2917752041301602
2.5193019906931466,79.82738117053535,10,2.438702244892271,6,2.1215275188239655,2.0110928029475033,0.39777447186918113
3.641485131528328,97.80366605281303,5,3.7489373738427316,1,2.368733547626735,3.5615059574028054,1.2727515839015933
1.9882285122821464,73.61009100771051,3,2.25133679009688,1,2.6092117787601863,1.4635368173321366,-0.6209832664780399
2.5225062698732637,96.20934772198551,5,1.2436221729407309,3,3.205855773845659,2.4268868284912544,-0.6833495039723951
2.7822664515279207,43.13547275716142,3,3.806261062411769,6,4.53723463497729,1.200143787230468,-1.7549681834493693
3.0962449447596256,65.12759914444968,3,1.0393102102791514,4,3.0387981523637917,2.0165099961533364,0.057446792395833945
4.2481158648755475,55.60946745772307,3,2.6367303498339543,1,3.9638635805463887,2.3623546094443384,0.28425228432915883
2.1988582375542594,83.84925789884379,8,2.317517077208303,5,4.12794288441045,1.843726314436842,-1.9290846468561904
3.2998205344476403,98.8778254298348,6,3.7735101540754097,6,3.7585470622650243,3.2627907875489797,-0.458726527817384
3.5734509910171486,55.39180374665487,2,4.064981891041516,1,3.0717259045104086,1.9793989599271127,0.50172508650674
1.662576444519992,79.25047608844446,2,2.2163785438851353,4,3.7311600251406327,1.3175997476164263,-2.0685835806206407
3.6264069816550344,51.88585796558441,5,4.246508057779414,3,3.0267967783692384,1.8815923757555675,0.599610203285796
2.0968344329055206,73.9198152742966,5,2.175667042019735,6,2.2516212156560362,1.5499761394116054,-0.1547867827505156
1.7276805754484783,67.83594920130017,3,2.785305439946245,1,4.978411934558043,1.1719885175219602,-3.2507313591095643
4.821099380386666,98.32031977789222,8,3.9080741080565358,1,2.3815473608975326,4.74012032760615,2.439552019489134
4.879712115760958,76.51163636178799,3,3.7716809168991543,5,2.217045151508172,3.7335475895131354,2.662666964252786
4.329390718407614,60.97038232520913,8,4.9494738892488,5,4.635592247621467,2.6396460733652405,-0.3062015292138529
2.5661481921067972,46.845747093276,3,1.9006440968637275,6,2.9055039826786855,1.2021312921130247,-0.33935579057188825
1.8418523990223434,49.07480972409607,1,3.6492716541583294,1,3.950890922220523,0.9038855602189138,-2.1090385231981794
3.894815592792549,53.519015797074104,1,3.4387276331031096,6,2.9870171889866985,2.0844669723735496,0.9077984038058506
3.0405337280886044,55.05799968041788,4,4.66039381796012,1,3.1743628123834133,1.6740570502940217,-0.1338290842948089
1.9271338219567258,91.03696347046827,3,1.6254485665795002,5,2.7863389160503895,1.7544041135217834,-0.8592050940936637
3.2331191853894454,73.6733672969515,6,4.007192654347731,4,3.0291320173790304,2.3819477726001725,0.20398716801041505
1.6203598239032644,71.40345468246198,10,3.2730744650750734,2,3.2321012017596296,1.1569928925535882,-1.6117413778563652
4.682621407275738,46.88613231215305,4,2.0986634791516217,2,4.161248207277029,2.1955000686925055,0.5213731999987088
2.405729935600059,91.6083816009661,5,2.8977396565886964,1,3.5346085827043754,2.203850259693178,-1.1288786471043162
3.818827995238937,83.36885819250902,9,2.335106388279191,5,4.830695651470931,3.183713295966584,-1.0118676562319942
2.5909887663129383,44.0601017140001,3,3.3172536111538435,3,2.1256411815163263,1.141592285835797,0.465347584796612
3.320238074122338,82.47010583378612,1,4.556002443258663,3,3.5092049678960846,2.738203853662354,-0.18896689377374676
3.4134859777014785,72.61229304055877,9,3.277219937648808,2,3.7526743664951545,2.4786104410269805,-0.33918838879367597
2.1469905943393446,44.9035207448067,8,3.526889673306336,4,4.760590958222822,0.9640743669182161,-2.613600363883477
4.893546197175954,67.49803849171938,9,3.074991388458838,2,2.147475570864283,3.3030476957798958,2.7460706263116714
4.2129648817639005,69.08177722780282,6,1.2046620257819036,1,3.7204987548056483,2.9103910143057043,0.4924661269582522
4.7882462954746625,49.94647240979654,3,1.931434227504377,4,4.560889785583871,2.3915601148823575,0.22735650989079126
4.63189572649677,96.74188882001694,2,2.968006917728331,3,2.72578318435771,4.480983413986622,1.9061125421390606
3.592649925838798,90.99852228883972,9,2.240941134978819,5,4.628877045571812,3.269258343524402,-1.0362271197330144
4.726559822580909,80.1413402397465,2,1.7270543910447769,5,2.0571302278228756,3.787928389049725,2.6694295947580335
1.8097237571817182,67.73773366003644,8,3.0165313676737533,1,4.197363887401189,1.2258658586221567,-2.387640130219471
2.185940018467008,64.70593249507051,4,2.2912391737914013,2,4.799339663505959,1.4144328727319941,-2.6133996450389514
1.6582955111868833,79.05840802905725,2,2.032430572693659,1,3.9715929849201865,1.311022031561667,-2.313297473733303
2.6386561576714254,72.72591216441432,4,2.855941669761523,5,3.317087731941344,1.9189867595490309,-0.6784315742699185
2.860370513913187,43.73638635291314,1,1.5331370323286926,3,2.134643049418154,1.2510226990898785,0.7257274644950331
2.449721611208636,70.75015892621991,10,4.710982932301629,5,4.7603414399678865,1.7331819331800649,-2.3106198287592505
4.4005812820317525,88.38421703397037,3,4.470808391676956,4,3.4108886680747244,3.8894193110672197,0.9896926139570281
2.748636643427562,67.55439265581748,9,3.8304823429621413,6,2.0869902330078443,1.8568247907827373,0.661646410419718
2.483270783905833,43.117394653256106,1,1.4248553103538248,5,4.069463213986285,1.0707216642056845,-1.5861924300804526
3.3994362910538696,87.17669196304199,1,4.103509017878772,5,3.4455117607287744,2.9635161039318914,-0.046075469674904834
1.9932347874116694,52.08182692815846,7,4.231829312436076,6,2.373035952327232,1.0381130922515929,-0.3798011649155626
4.307689432639139,55.51725009328233,0,4.07105847085735,4,2.6428154279307785,2.3915107155601656,1.6648740047083601
1.760927252879198,49.882381205937754,6,1.4558635484769646,2,2.1934720413675386,0.878392445040449,-0.43254478848834066
4.954104278101811,59.81290389228985,4,3.575631828271059,5,3.7228806191257204,2.963193630584856,1.2312236589760905
4.202856692538301,85.4050903413181,10,4.337299182997594,1,3.866088437756028,3.58945355517847,0.33676825478227324
2.1955048853696035,71.16315157023624,7,3.309413604878671,5,3.517226895066333,1.5623904693075124,-1.3217220096967295
1.5193274099326084,52.29287644904275,0,3.585629500912356,1,4.451306399007844,0.7945000053325001,-2.931978989075236
4.3541149995919195,92.66980468912246,10,2.8334539177052247,4,4.583026463924041,4.034949866061617,-0.22891146433212128
3.97400070346666,92.77491129709175,6,3.1148292795362105,5,3.8468731900493798,3.6868756275869954,0.12712751341728
4.051525088143455,92.23470550276042,4,1.1375074334069009,4,2.0382694391222915,3.73691223341957,2.0132556490211635
4.19944621340081,54.32777268289236,3,3.5558520878931383,4,4.0856889672432075,2.2814655927567227,0.11375724615760241
1.7591562810693162,67.07436065085929,6,1.3257888515646368,2,3.253997650761055,1.179942828376677,-1.4948413696917386
2.754630049904954,99.0993793684525,9,2.7400583773608935,5,3.696672449679161,2.729821283352703,-0.9420423997742069
1.905541708337954,86.32074857859942,1,2.1706203906696313,1,3.9472418060566534,1.6448778671147535,-2.0417000977186994
4.520861990564578,41.63004527353359,0,3.1817118008468523,1,3.05070984298123,1.8820368934260057,1.470152147583348
3.6815434438964525,43.91227547562952,0,1.5336653420928283,5,4.751295515515382,1.6166494988387883,-1.0697520716189297
2.658143086984272,67.83588260873996,10,3.766573607893273,6,2.4019246002493437,1.8031748240589873,0.2562184867349284
1.7224542260010827,94.55321235169362,0,4.180046147713881,2,4.014535421843112,1.6286358019715244,-2.2920811958420293
2.5884381260048177,72.32210787716285,4,1.653417798972626,2,2.013078739869741,1.8720130138228166,0.5753593861350765
2.6381416270936144,69.86875048205741,9,1.4172523494075286,2,4.773953316215542,1.843236590797327,-2.135811689121928
4.053621624183224,46.32842199739783,6,1.5820619311494366,1,2.3375123997142744,1.877978932229376,1.7161092244689495
3.731451149743246,79.40680628345764,1,4.508510247594007,4,2.284652690442724,2.9630261860384723,1.4467984593005223
4.6052445990171424,89.32618963601354,9,3.1127570470254247,6,2.9990228991567327,4.113689523720324,1.6062216998604097
3.1527522380668227,62.825200450453735,7,2.8690439840300104,2,3.1206988581172417,1.9807229132716477,0.03205337994958102
1.9185798607840558,86.53671105551965,3,1.426847276409417,1,2.642900216968636,1.6602759104960894,-0.7243203561845801
3.9963567552804826,97.8685992340487,2,3.598224027027847,1,3.755364982781374,3.911178376788288,0.24099177249910841
4.162747670159141,52.22598754766135,9,4.47199836758036,4,3.328742294125891,2.174036079857876,0.8340053760332502
3.4644701914932368,71.39977787168448,10,4.312743477293812,5,2.1025267671232624,2.4736240211568927,1.3619434243699744
4.198385129840963,57.22827748507453,7,3.504218835923205,5,2.958956186765902,2.402663491997493,1.239428943075061
3.2282845872753674,87.57126514203037,1,1.3011148666066945,2,4.4312987407195115,2.827049655462213,-1.203014153444144
3.329564902836979,74.65560195286946,10,1.4495881087040519,2,4.069104604585606,2.48570672062442,-0.7395397017486269
2.996393564254924,78.07494505301823,10,1.1972359484392987,6,4.174612560739641,2.3394326288642064,-1.1782189964847172
1.5889669436043332,87.87484957695364,2,2.029916865969877,4,4.0943507722505705,1.3963023115198256,-2.505383828646237
1.8776199944765657,63.75822835974729,2,1.542645868641511,2,2.9329190641491,1.1971372438066432,-1.0552990696725342
1.61000214990357,94.90540410442259,9,2.0401921610097355,4,2.2989917662303276,1.5279790464558745,-0.6889896163267577
3.7274364394232316,71.9817320347684,10,2.5402322228758467,1,2.817401552099288,2.683073309591943,0.9100348873239437
2.6002459337671433,49.47728937012088,0,4.771931136284543,2,4.495355900555477,1.2865312049847712,-1.895109966788334
3.2799974190764596,81.75394709012815,5,3.4415042391267683,1,4.941412393349213,2.681527354549338,-1.6614149742727538
4.6764826587413255,87.59568102629527,1,4.33989514273185,3,3.481541044224684,4.096396833001064,1.1949416145166416
2.372522802021062,59.0057006240516,0,3.841406002849329,4,2.0291010647691268,1.3999237017979083,0.34342173725193526
2.936340230624704,91.43075541992518,1,1.450012522106527,3,2.4201344364026873,2.6847180545593403,0.5162057942220168
4.144428984900671,94.36859528594599,5,3.9436816254957954,2,2.966241725948797,3.9110394156743538,1.1781872589518736
